program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement,cost
elite_baseball_training_baseball_elite_baseball_train,Elite Baseball Training,Private,baseball,Elite Baseball Training,Academy,Advanced,678 NE 1st St,Miami,Florida,33132,Miami-Dade,Miami,,,(305) 777-1212,info@elitebaseballtraining.com,Contact Person,,www.elitebaseballtraining.com,facebook.com/elitebaseballtraining,instagram.com/elitebaseballtraining,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Specialized training for advanced players,Unknown,Unknown,,,,,$400
socal_baseball_academy_baseball_socal_baseball_acade,SoCal Baseball Academy,Private,baseball,SoCal Baseball Academy,Academy,All Levels,56789 S Main St,Los Angeles,California,90001,Los Angeles,Los Angeles,,,(310) 555-0198,contact@socalbaseballacademy.com,Contact Person,,www.socalbaseballacademy.com,facebook.com/socalbaseballacademy,instagram.com/socalbaseballacademy,5,17,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers team play and coaching,Unknown,Unknown,,,,,$300 per season
little_league_international_baseball_la_little_league,Little League International,Nonprofit,baseball,LA Little League,League,All Levels,4400 South Broadway,Los Angeles,California,90037,Los Angeles,Los Angeles,,,(323) 234-5567,contact@lalittleleague.com,Contact Person,,www.lalittleleague.com,facebook.com/lalittleleague,Unknown,4,16,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Local league for youth players,Unknown,Unknown,,,,,$200
full-count_baseball_academy_baseball_full-count_baseball,Full-Count Baseball Academy,Private,baseball,Full-Count Baseball,Training,Intermediate,345 E 2nd St,Los Angeles,California,90012,Los Angeles,Los Angeles,,,(213) 555-0102,info@fullcountbaseball.com,Contact Person,,www.fullcountbaseball.com,facebook.com/fullcountbaseball,instagram.com/fullcountbaseball,7,15,Unknown,Unknown,Unknown,Winter/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill enhancement and drills,Unknown,Unknown,,,,,$250 per program
dallas_baseball_club_baseball_dallas_youth_basebal,Dallas Baseball Club,Nonprofit,baseball,Dallas Youth Baseball,League,All Levels,4500 S Lancaster Rd,Dallas,Texas,75216,Dallas,Dallas-Fort Worth,,,(214) 555-0123,info@dallasyouthbaseball.org,Contact Person,,www.dallasyouthbaseball.org,facebook.com/dallasyouthbaseball,instagram.com/dallasyouthbaseball,6,14,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers competitive and recreational leagues,Unknown,Unknown,,,,,$120
dallas_baseball_academy_baseball_dallas_baseball_acad,Dallas Baseball Academy,Private,baseball,Dallas Baseball Academy,Training,Advanced,555 S Cedar Ridge Dr,Dallas,Texas,75104,Dallas,Dallas-Fort Worth,,,(972) 555-0189,info@dallasbaseballacademy.com,Contact Person,,www.dallasbaseballacademy.com,facebook.com/dallasbaseballacademy,instagram.com/dallasbaseballacademy,9,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Advanced training for serious players,Unknown,Unknown,,,,,$300 per season
texas_rangers_baseball_foundation_baseball_texas_rangers_youth_,Texas Rangers Baseball Foundation,Nonprofit,baseball,Texas Rangers Youth Academy,Clinic,All Levels,1230 S Blue Mound Rd,Dallas,Texas,76131,Tarrant,Dallas/Fort Worth,,,(817) 273-5200,academy@texasrangers.com,Contact Person,,www.texasrangers.com/academy,facebook.com/texasrangers,instagram.com/texasrangers,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills development and training facilities,Unknown,Unknown,,,,,Free
north_texas_fireballs_baseball_north_texas_fireball,North Texas Fireballs,Private,baseball,North Texas Fireballs,Travel Team,Competitive,2049 N Jupiter Rd,Dallas,Texas,75238,Dallas,Dallas-Fort Worth,,,(972) 555-0490,info@ntfireballs.com,Contact Person,,www.ntfireballs.com,facebook.com/ntfireballs,instagram.com/ntfireballs,8,16,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on travel and competition,Unknown,Unknown,,,,,$400
ymca_of_metropolitan_dallas_baseball_ymca_baseball_progra,YMCA of Metropolitan Dallas,Nonprofit,baseball,YMCA Baseball Program,League,All Levels,1234 Riverfront Blvd,Dallas,Texas,75207,Dallas,Dallas-Fort Worth,,,(214) 555-0050,dallas@ymca.org,Contact Person,,www.ymcadallas.org,facebook.com/ymcadallas,instagram.com/ymcadallas,4,12,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community league promoting physical activity,Unknown,Unknown,,,,,$90
miami_marlins_foundation_baseball_miami_marlins_baseba,Miami Marlins Foundation,Nonprofit,baseball,Miami Marlins Baseball Academy,Academy,All Levels,501 Marlins Way,Miami,Florida,33125,Miami-Dade,Miami,,,(305) 480-1300,academy@marlins.com,Contact Person,,www.marlins.com/youth,facebook.com/marlins,instagram.com/marlins,5,15,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills training and youth development programs,Unknown,Unknown,,,,,$175
south_florida_baseball_academy_baseball_south_florida_baseba,South Florida Baseball Academy,Private,baseball,South Florida Baseball Academy,Training,Intermediate/Advanced,1313 Collins Ave,Miami,Florida,33139,Miami-Dade,Miami,,,(305) 555-0123,info@southfloridabaseballacademy.com,Contact Person,,www.southfloridabaseballacademy.com,facebook.com/southfloridabaseballacademy,instagram.com/southfloridabaseballacademy,8,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Personalized training for competitive players,Unknown,Unknown,,,,,$250 per month
miami_youth_baseball_baseball_miami_youth_baseball,Miami Youth Baseball,Nonprofit,baseball,Miami Youth Baseball League,League,All Levels,1234 E 17th St,Miami,Florida,33134,Miami-Dade,Miami,,,(305) 555-0155,info@miamiyouthbaseball.org,Contact Person,,www.miamiyouthbaseball.org,facebook.com/miamiyouthbaseball,instagram.com/miamiyouthbaseball,5,12,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on introduction to baseball skills,Unknown,Unknown,,,,,$100
next_level_academy_baseball_next_level_baseball_,Next Level Academy,Private,baseball,Next Level Baseball Academy,Training,Advanced,2000 N Miami Ave,Miami,Florida,33127,Miami-Dade,Miami,,,(786) 555-0160,contact@nextlevelacademy.com,Contact Person,,www.nextlevelbaseballacademy.com,facebook.com/nextlevelbaseballacademy,instagram.com/nextlevelacademy,10,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,High-performance training for elite players,Unknown,Unknown,,,,,$300 per season
broward_county_youth_sports_baseball_bths_youth_baseball,Broward County Youth Sports,Nonprofit,baseball,BTHS Youth Baseball,League,All Levels,5600 S 27th Ave,Miami,Florida,33156,Miami-Dade,Miami,,,(305) 555-0177,info@bthsyouthsports.org,Contact Person,,www.bthsyouthsports.org,facebook.com/bthsyouthsports,instagram.com/bthsyouthsports,6,14,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on community engagement and skill development,Unknown,Unknown,,,,,$120
california_baseball_academy_baseball_california_baseball_,California Baseball Academy,Private,baseball,California Baseball Academy,Training,All Levels,10 South Main St,Los Angeles,California,90012,Los Angeles,Los Angeles,,,(310) 473-1010,info@californiabaseballacademy.com,Contact Person,,www.californiabaseballacademy.com,facebook.com/californiabaseballacademy,instagram.com/cabaseballacademy,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers year-round training and leagues,Unknown,Unknown,,,,,Varies
elite_baseball_baseball_elite_baseball_acade,Elite Baseball,Private,baseball,Elite Baseball Academy,Team,Competitive,3120 S C St,Los Angeles,California,90011,Los Angeles,Los Angeles,,,(213) 446-3020,info@elitebaseball.org,Contact Person,,www.elitebaseball.org,facebook.com/elitebaseballacademy,instagram.com/elitebaseball,7,16,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive travel team programs,Unknown,Unknown,,,,,$450
socal_baseball_academy_baseball_southern_california_,SoCal Baseball Academy,Private,baseball,Southern California Baseball Academy,Clinic,All Levels,1020 W 116th St,Los Angeles,California,90044,Los Angeles,Los Angeles,,,(323) 757-5000,info@socalbaseball.com,Contact Person,,www.socalbaseball.com,facebook.com/socalbaseball,instagram.com/socalbaseball,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills training and clinics,Unknown,Unknown,,,,,$200
dallas_baseball_&_softball_baseball_dallas_area_youth_ba,Dallas Baseball & Softball,Nonprofit,baseball,Dallas Area Youth Baseball,League,All Levels,3100 S Broadway Ave,Dallas,Texas,75224,Dallas,Dallas,,,(214) 658-9000,info@dallasyouthbaseball.org,Contact Person,,www.dallasyouthbaseball.org,facebook.com/dallasyouthbaseball,Unknown,5,15,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides league play for all age groups,Unknown,Unknown,,,,,$150
dallas_tigers_baseball_dallas_tigers_baseba,Dallas Tigers,Private,baseball,Dallas Tigers Baseball,Team,Competitive,1933 E State Hwy 121,Dallas,Texas,75063,Dallas,Dallas,,,(972) 417-0630,info@dallastigers.org,Contact Person,,www.dallastigers.org,facebook.com/dallastigers,instagram.com/dallastigers,9,18,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive baseball teams and training programs,Unknown,Unknown,,,,,$800
little_league_international_baseball_little_league_baseba,Little League International,Nonprofit,Baseball,Little League Baseball - Detroit,League,All Levels,2080 W Grand Blvd,Detroit,Michigan,48208,Wayne,Detroit,,,(313) 345-8152,detroitlittleleague@gmail.com,Contact Person,,www.detroittleague.org,facebook.com/detroitlittleleague,Unknown,8,12,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Traditional Little League baseball program.,Unknown,Unknown,,,,,$75
i9_sports_baseball_i9_sports,i9 Sports,Private,baseball,i9 Sports,League,Recreational,2500 W. Loop 820 N.,Dallas,Texas,76116,Tarrant,Dallas,,,(214) 705-8650,info@i9sports.com,Contact Person,,www.i9sports.com,facebook.com/i9sports,instagram.com/i9sports,4,14,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on fun and sportsmanship in youth sports,Unknown,Unknown,,,,,$150
miami_marlins_baseball_miami_marlins_baseba,Miami Marlins,Nonprofit,baseball,Miami Marlins Baseball Academy,Clinic,All Levels,501 Marlins Way,Miami,Florida,33125,Miami-Dade,Miami,,,(305) 480-2525,community@marlins.com,Contact Person,,www.marlins.com/community/youth-academy,facebook.com/marlins,instagram.com/marlins,7,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills development and education-focused programs,Unknown,Unknown,,,,,$200
south_florida_academy_baseball_south_florida_academ,South Florida Academy,Private,baseball,South Florida Academy of Baseball,Training,All Levels,1245 Collins Ave,Miami,Florida,33139,Miami-Dade,Miami,,,(305) 123-4567,info@sfloridaacademy.com,Contact Person,,www.sfloridaacademy.com,Unknown,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Individual and group training sessions available,Unknown,Unknown,,,,,$300
little_league_international_baseball_miami_little_league,Little League International,Nonprofit,baseball,Miami Little League,League,All Levels,200 NE 4th St,Miami,Florida,33132,Miami-Dade,Miami,,,(305) 555-0199,info@miamilittleleague.org,Contact Person,,www.miamilittleleague.org,facebook.com/miamilittleleague,Unknown,4,16,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Local league for youth baseball,Unknown,Unknown,,,,,$150
university_of_miami_baseball_miami_hurricanes_you,University of Miami,Educational Institution,baseball,Miami Hurricanes Youth Baseball,Clinic,All Levels,5821 San Amaro Dr,Miami,Florida,33146,Miami-Dade,Miami,,,(305) 284-3000,umbaseball@miami.edu,Contact Person,,www.hurricanesports.com/baseball,facebook.com/umhurricanes,instagram.com/umhurricanes,6,14,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Baseball fundamentals and skills development clinic,Unknown,Unknown,,,,,$250
pompano_beach_baseball_baseball_pompano_beach_travel,Pompano Beach Baseball,Nonprofit,baseball,Pompano Beach Travel League,League,Competitive,101 E Atlantic Blvd,Miami,Florida,33060,Broward,Miami,,,(954) 123-4567,info@pomonobeachbaseball.com,Contact Person,,www.pomonobeachbaseball.com,Unknown,Unknown,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive youth baseball travel league,Unknown,Unknown,,,,,$300
little_league_baseball_baseball_la_little_league,Little League Baseball,Nonprofit,baseball,LA Little League,League,All Levels,Various Locations,Los Angeles,California,90001,Los Angeles,Los Angeles,,,(213) 485-1645,info@lalittleleague.org,Contact Person,,www.lalittleleague.org,facebook.com/lalittleleague,instagram.com/lalittleleague,4,16,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community baseball league for kids,Unknown,Unknown,,,,,$300
baseball_for_all_baseball_baseball_for_all,Baseball For All,Nonprofit,baseball,Baseball For All,Clinic,All Levels,12124 W Washington Blvd,Los Angeles,California,90066,Los Angeles,Los Angeles,,,(310) 219-1371,info@baseballforall.com,Contact Person,,www.baseballforall.com,facebook.com/baseballforall,instagram.com/baseballforall,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Empowering girls through baseball,Unknown,Unknown,,,,,$100
all-star_baseball_academy_baseball_all-star_baseball_ac,All-Star Baseball Academy,Private,baseball,All-Star Baseball Academy,Training,Intermediate to Advanced,1924 S Harvard Ave,Tulsa,Oklahoma,74112,Tulsa,Tulsa,,,(918) 743-8400,info@allstarbaseballacademy.com,Contact Person,,www.allstarbaseballacademy.com,facebook.com/allstarbaseballacademy,Unknown,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill enhancement and specialized training.,Unknown,Unknown,,,,,Varies by program
east_los_angeles_baseball_association_baseball_east_la_baseball,East Los Angeles Baseball Association,Nonprofit,baseball,East LA Baseball,League,All Levels,2316 S Atlantic Blvd,Los Angeles,California,90040,Los Angeles,Los Angeles,,,(323) 264-7779,eastlabaseball@gmail.com,Contact Person,,www.eastlabaseball.org,facebook.com/eastlabaseball,Not available,5,16,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Serving the youth of East LA,Unknown,Unknown,,,,,$250
dallas_little_league_baseball_dallas_little_league,Dallas Little League,Nonprofit,baseball,Dallas Little League,League,All Levels,6150 W. Parker Rd Ste 240,Dallas,Texas,75248,Dallas,Dallas-Fort Worth,,,(214) 550-1636,info@dallaslittleleague.org,Contact Person,,www.dallaslittleleague.org,facebook.com/dallaslittleleague,instagram.com/dallaslittleleague,4,16,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Youth baseball league for all skill levels,Unknown,Unknown,,,,,$200
5_tool_academy_baseball_5_tool_academy,5 Tool Academy,Private,baseball,5 Tool Academy,Training,All Levels,3033 W. 15th St,Dallas,Texas,75075,Collin,Dallas-Fort Worth,,,(972) 291-5681,info@5toolacademy.com,Contact Person,,www.5toolacademy.com,facebook.com/5toolacademy,instagram.com/5toolacademy,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Individual and group training available,Unknown,Unknown,,,,,Varies
dallas_metro_youth_baseball_baseball_dallas_metro_youth_b,Dallas Metro Youth Baseball,Nonprofit,baseball,Dallas Metro Youth Baseball,League,All Levels,13801 Midway Road,Dallas,Texas,75244,Dallas,Dallas-Fort Worth,,,(972) 661-3100,info@dallasmetrosports.com,Contact Person,,www.dallasmetrosports.com,facebook.com/dallasmetrosports,Not available,5,15,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focused on youth development and sportsmanship,Unknown,Unknown,,,,,$250
north_texas_baseball_academy_baseball_north_texas_baseball,North Texas Baseball Academy,Private,baseball,North Texas Baseball Academy,Training,Intermediate to Advanced,8525 John W. Elliott Dr,Dallas,Texas,75019,Denton,Dallas-Fort Worth,,,(972) 492-5633,info@ntxbaseball.com,Contact Person,,www.ntxbaseball.com,facebook.com/ntxbaseball,instagram.com/ntxbaseball,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on honing skills through practice,Unknown,Unknown,,,,,$150/month
texas_rangers_baseball_baseball_texas_rangers_baseba,Texas Rangers Baseball,Nonprofit,baseball,Texas Rangers Baseball Academy,Clinic,All Levels,1000 Ballpark Way,Arlington,Texas,76011,Tarrant,Dallas-Fort Worth,,,(817) 273-5222,baseballacademy@texasrangers.com,Contact Person,,www.texasrangers.com/youth,facebook.com/rangers,instagram.com/rangers,6,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skills clinics hosted by Rangers players,Unknown,Unknown,,,,,$200
miami_little_league_baseball_miami_little_league,Miami Little League,Nonprofit,baseball,Miami Little League,League,All Levels,290 E 49th St,Hialeah,Florida,33013,Miami-Dade,Miami,,,(305) 362-0598,miamilittleleague@gmail.com,Contact Person,,www.miamilittleleague.org,facebook.com/miamilittleleague,Not available,4,16,Unknown,Unknown,Unknown,Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Local franchise of Little League Baseball,Unknown,Unknown,,,,,$200
miami_baseball_academy_baseball_miami_baseball_acade,Miami Baseball Academy,Private,baseball,Miami Baseball Academy,Training,All Levels,3000 NW 72nd Ave,Miami,Florida,33122,Miami-Dade,Miami,,,(305) 558-8200,info@miamibaseballacademy.com,Contact Person,,www.miamibaseballacademy.com,facebook.com/miamibaseballacademy,instagram.com/miamibaseballacademy,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Individualized baseball training programs,Unknown,Unknown,,,,,$200/month
